id,all_words_in_title
5079,0
5081,1
5083,0
5084,0
5085,0
5087,0
5088,0
5089,0
5090,0
5091,0
5100,0
5104,0
5106,1
5107,0
5111,0
5120,0
5121,0
5124,0
5128,0
5130,0
5132,0
5135,0
5137,0
5139,0
5140,0
5142,0
5143,0
5145,0
5148,1
5157,0
5165,0
5166,0
5170,0
5173,0
5176,0
5182,1
5183,0
5184,0
5185,0
5186,0
5187,0
5192,0
5194,0
5196,0
5198,0
5202,0
5204,0
5213,0
5216,0
5217,0
5218,0
5223,0
5230,0
5232,0
5234,0
5236,0
5238,0
5240,0
5243,1
5245,0
5248,0
5249,1
5253,0
5261,0
5267,0
5268,0
5269,0
5272,0
5274,0
5277,0
5289,0
5290,0
5291,0
5298,1
5299,0
5304,0
5306,0
5307,0
5310,0
5312,0
5313,0
5318,0
5325,0
5333,1
5342,1
5343,0
5346,0
5347,0
5348,0
5352,0
5354,0
5359,0
5361,0
5363,0
5364,0
5365,0
5366,0
5369,0
5371,0
5373,1
5375,0
5377,0
5379,0
5380,0
5381,0
5386,1
5388,0
5393,0
5395,0
5396,1
5398,0
5405,1
5408,1
5410,0
5414,1
5418,1
5433,0
5435,0
5436,0
5440,0
5441,0
5442,0
5446,0
5451,0
5453,0
5454,0
5457,0
5459,0
5460,0
5461,0
5467,0
5468,0
5470,0
5472,0
5478,0
5482,0
5483,0
5486,0
5500,0
5501,0
5507,0
5509,0
5512,0
5515,0
5516,0
5517,0
5522,0
5523,0
5524,1
5527,0
5528,1
5529,1
5534,0
5536,1
5537,1
5539,0
5543,0
5546,0
5547,0
5556,0
5561,0
5571,0
5573,0
5576,0
5577,0
5582,0
5585,0
5587,1
5588,0
5589,0
5593,0
5594,0
5595,0
5598,0
5608,0
5609,0
5611,0
5614,0
5618,0
5619,0
5620,0
5625,0
5626,0
5628,0
5635,0
5639,0
5642,0
5647,0
5650,0
5663,0
5667,0
5669,1
5674,0
5677,0
5681,0
5683,0
5689,0
5691,0
5697,0
5699,0
5710,0
5713,0
5725,0
5726,0
5734,0
5735,0
5737,0
5739,0
5742,0
5745,0
5746,0
5747,0
5750,1
5752,0
5753,0
5761,0
5763,0
5766,0
5771,0
5774,0
5783,0
5788,0
5789,0
5797,1
5800,0
5801,0
5809,0
5811,0
5817,0
5819,0
5822,0
5824,0
5826,0
5827,1
5829,1
5831,0
5841,0
5847,0
5854,0
5856,0
5857,0
5859,0
5861,0
5862,0
5864,0
5868,0
5870,0
5872,0
5873,0
5874,1
5882,0
5888,0
5892,0
5894,0
5898,0
5900,0
5901,0
5912,0
5918,0
5921,0
5924,0
5929,0
5934,0
5938,0
5941,0
5942,0
5947,0
5954,0
5959,0
5960,0
5962,0
5963,0
5968,0
5973,0
5975,1
5976,0
5985,1
5986,0
5989,0
5995,1
5996,0
5997,0
6000,0
6001,0
6004,0
6006,0
6007,0
6009,0
6012,0
6014,0
6019,0
6022,0
6025,0
6029,0
6030,0
6031,0
6036,0
6044,0
6052,0
6058,0
6059,1
6061,0
6062,0
6064,0
6067,0
6070,0
6071,0
6074,1
6081,1
6086,0
6088,0
6090,0
6091,0
6100,0
6101,0
6102,0
6103,1
6105,0
6107,0
6111,0
6112,0
6115,0
6128,0
6130,0
6132,0
6151,0
6153,1
6154,0
6157,0
6160,0
6161,0
6162,0
6165,0
6168,1
6169,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6185,1
6187,0
6188,0
6190,0
6197,0
6198,0
6204,1
6212,0
6213,0
6216,0
6217,0
6218,0
6220,1
6221,1
6227,0
6228,0
6230,0
6231,1
6232,0
6234,0
6237,0
6239,0
6240,0
6241,0
6244,0
6246,0
6248,1
6251,0
6252,0
6254,0
6256,0
6258,0
6266,0
6274,0
6275,0
6279,1
6280,0
6282,0
6284,0
6285,0
6292,0
6301,0
6305,0
6306,0
6314,0
6315,0
6320,0
6329,0
6330,0
6331,0
6335,0
6341,0
6346,0
6351,0
6352,0
6353,0
6355,0
6363,1
6365,0
6367,0
6369,0
6377,1
6380,1
6386,1
6393,1
6401,0
6402,1
6408,0
6413,0
6415,0
6417,0
6418,0
6425,0
6426,0
6427,0
6428,0
6429,0
6430,0
6433,0
6434,0
6439,0
6447,0
6450,0
6453,0
6457,0
6460,0
6462,0
6463,0
6466,0
6472,0
6473,0
6474,1
6477,0
6478,0
6479,0
6480,0
6482,0
6483,0
6484,0
6486,1
6487,0
6488,0
6489,0
6490,0
6491,0
6495,0
6503,0
6507,0
6508,1
6509,0
6513,0
6515,0
6518,0
6519,0
6521,1
6525,0
6527,0
6530,0
6533,0
6541,0
6544,0
6545,0
6549,1
6550,0
6551,0
6562,0
6563,0
6565,1
6571,0
6572,0
6573,0
6574,0
6588,0
6590,0
6594,0
6595,1
6597,1
6599,0
6606,0
6608,0
6610,0
6612,0
6614,1
6615,1
6616,0
6617,0
6618,0
6621,0
6622,0
6629,0
6630,0
6634,0
6640,0
6641,0
6643,1
6644,0
6648,0
6651,0
6655,0
6656,0
6660,0
6670,0
6679,0
6681,0
6687,0
6693,0
6697,0
6702,0
6704,0
6705,0
6706,1
6709,0
6711,0
6714,0
6721,0
6724,0
6725,0
6727,0
6734,1
6735,0
6736,0
6738,0
6739,0
6744,0
6746,0
6748,0
6751,0
6760,0
6762,0
6765,0
6767,0
6775,0
6776,0
6777,1
6778,0
6779,0
6783,0
6785,0
6787,0
6788,0
6790,0
6791,0
6793,0
6795,1
6796,0
6797,0
6798,0
6799,0
6803,0
6805,0
6809,0
6810,1
6813,0
6814,0
6815,0
6823,0
6825,0
6829,0
6830,1
6832,0
6837,0
6838,0
6839,0
6848,0
6849,0
6851,0
6858,0
6859,0
6866,0
6870,0
6872,0
6874,0
6875,0
6878,0
6880,0
6882,0
6884,0
6885,1
6891,0
6893,0
6894,0
6895,0
6898,0
6899,0
6901,0
6907,0
6914,0
6917,0
6918,0
6919,0
6922,0
6926,0
6927,0
6931,0
6933,0
6934,0
6941,0
6942,0
6943,1
6946,0
6948,0
6949,0
6952,0
6963,0
6964,0
6969,1
6971,0
6972,0
6974,0
6976,0
6977,0
6979,0
6981,0
6983,0
6988,0
6991,1
6995,0
6997,0
6998,0
7000,0
7001,0
7003,1
7006,1
7008,0
7024,0
7027,0
7028,0
7029,0
7031,0
7033,0
7035,0
7041,0
7044,0
7046,0
7047,0
7048,1
7049,0
7050,0
7052,0
7057,0
7058,0
7063,0
7064,0
7065,0
7066,0
7068,0
7072,0
7080,0
7081,0
7084,0
7087,0
7088,0
7095,0
7105,0
7106,0
7107,0
7108,0
7109,0
7111,0
7119,0
7123,1
7130,0
7133,0
7135,0
7140,0
7145,1
7147,0
7150,0
7152,0
7154,0
7157,0
7161,0
7162,1
7164,0
7166,0
7168,1
7169,0
7170,0
7172,0
7177,0
7179,1
7180,0
7181,0
7186,0
7187,0
7193,0
7195,1
7199,0
7200,0
7201,1
7205,0
7211,1
7213,0
7220,0
7224,0
7227,1
7229,0
7230,1
7232,1
7235,0
7236,0
7238,0
7242,0
7243,0
7246,0
7249,0
7250,0
7253,0
7259,0
7260,0
7262,0
7263,0
7264,0
7267,0
7268,1
7274,0
7275,0
7277,1
7283,0
7285,0
7286,0
7290,0
7295,0
7297,1
7301,1
7305,0
7315,0
7317,0
7318,0
7319,1
7324,0
7325,0
7331,0
7332,0
7335,0
7337,0
7338,0
7346,0
7353,0
7355,1
7356,0
7363,0
7364,0
7366,0
7368,0
7370,0
7371,0
7377,0
7382,0
7384,0
7387,0
7388,0
7390,0
7397,1
7399,1
7400,0
7401,0
7411,0
7417,0
7418,0
7421,0
7423,0
7425,0
7428,0
7429,0
7435,0
7443,0
7449,0
7452,0
7455,0
7456,0
7457,0
7463,0
7466,0
7470,0
7474,0
7480,0
7483,0
7486,0
7490,0
7493,0
7494,1
7499,0
7502,0
7504,0
7507,0
7512,1
7515,0
7516,0
7518,0
7521,0
7523,0
7526,1
7530,0
7531,0
7538,0
7540,1
7544,0
7549,0
7553,0
7556,0
7569,0
7575,0
7577,0
7579,0
7583,0
7584,0
7587,0
7592,0
7593,0
7596,0
7597,0
7601,0
7603,0
7607,0
7614,0
7615,0
7618,0
7619,0
7620,0
7621,0
7622,0
7628,0
7633,0
7634,0
7637,0
7638,0
7641,0
7644,0
7645,0
7649,0
7656,0
7658,0
7664,1
7667,1
7669,1
7678,0
7681,0
7683,0
7684,0
7690,1
7692,0
7694,0
7699,0
7703,0
7705,0
7707,0
7709,0
7715,0
7717,0
7719,0
7724,0
7725,0
7727,1
7728,1
7735,0
7737,0
7739,1
7740,0
7743,0
7745,0
7746,0
7749,0
7756,0
7758,0
7759,0
7760,0
7765,0
7768,0
7779,0
7781,0
7784,0
7785,0
7788,0
7790,0
7792,0
7794,0
7797,0
7801,1
7802,0
7807,0
7808,0
7815,0
7822,0
7823,0
7824,0
7830,0
7831,0
7834,0
7838,0
7839,0
7844,0
7846,0
7849,0
7850,1
7851,0
7852,0
7855,0
7858,0
7863,0
7865,0
7871,0
7872,0
7887,0
7888,0
7895,0
7898,0
7900,0
7904,0
7912,0
7917,0
7921,0
7924,1
7934,0
7938,0
7942,0
7945,0
7946,1
7954,0
7955,0
7958,0
7960,1
7962,0
7964,0
7965,0
7967,0
7968,0
7971,0
7975,1
7976,0
7979,0
7981,0
7982,0
7985,0
7986,0
7994,0
7995,0
7997,0
7999,0
8001,0
8006,1
8007,0
8011,0
8014,0
8016,0
8018,0
8025,0
8026,0
8027,0
8038,0
8041,1
8042,0
8060,0
8062,0
8065,0
8066,1
8067,0
8072,0
8075,0
8092,1
8094,0
8099,0
8100,0
8105,0
8111,0
8114,0
8115,0
8120,0
8133,0
8136,0
8137,1
8138,1
8139,0
8140,0
8145,0
8153,1
8159,1
8161,0
8163,0
8164,0
8167,0
8173,0
8177,0
8179,1
8182,0
8183,0
8186,1
8187,1
8194,0
8198,0
8199,0
8202,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8218,0
8220,0
8222,0
8224,0
8227,0
8228,0
8233,0
8234,0
8235,0
8244,0
8245,0
8248,0
8249,0
8251,0
8252,0
8253,0
8254,0
8260,0
8266,0
8267,0
8272,0
8273,1
8274,0
8275,0
8277,0
8279,0
8280,0
8290,0
8293,0
8300,0
8302,0
8309,0
8315,0
8326,0
8327,0
8336,0
8337,0
8339,1
8342,0
8344,0
8346,1
8350,0
8359,0
8361,0
8366,0
8370,0
8372,0
8374,0
8379,0
8389,0
8390,0
8392,0
8401,0
8413,0
8418,0
8425,0
8428,0
8429,0
8430,0
8431,0
8434,0
8440,0
8442,0
8443,1
8448,0
8454,0
8455,0
8456,1
8457,0
8458,1
8459,0
8460,0
8461,0
8462,0
8464,0
8465,0
8468,1
8469,0
8473,0
8474,0
8478,0
8479,0
8482,0
8484,0
8486,0
8488,0
8502,0
8504,0
8505,0
8506,0
8511,0
8516,0
8518,0
8520,0
8527,0
8528,0
8529,0
8530,0
8531,0
8535,0
8536,0
8539,0
8541,1
8543,0
8546,1
8547,1
8554,0
8559,0
8564,0
8569,0
8572,0
8573,0
8574,0
8576,0
8578,1
8579,1
8580,0
8584,1
8585,1
8587,1
8588,0
8590,0
8596,0
8598,0
8599,0
8608,0
8611,1
8616,0
8629,0
8630,0
8634,0
8639,1
8641,0
8644,1
8645,0
8657,0
8658,0
8669,1
8670,0
8671,0
8672,0
8674,0
8676,0
8677,0
8680,0
8681,0
8682,0
8683,0
8686,1
8688,0
8695,1
8699,1
8706,0
8707,0
8710,0
8711,1
8713,0
8718,0
8725,1
8728,0
8731,0
8737,0
8740,0
8741,0
8742,0
8745,0
8749,0
8750,0
8751,0
8765,0
8767,0
8771,0
8774,0
8780,0
8782,0
8786,0
8789,0
8790,0
8793,0
8795,0
8799,0
8800,0
8802,0
8806,0
8809,0
8814,0
8817,0
8824,0
8825,0
8826,1
8827,0
8833,0
8834,1
8841,0
8842,0
8843,0
