id,keyword_density
572,3.0
573,0.0
576,2.0
581,1.6666666666666667
582,4.0
583,3.0
584,3.0
585,9.0
591,1.0
593,4.666666666666667
595,2.0
600,1.3333333333333333
605,3.5
606,2.0
611,1.0
619,1.8
626,4.0
630,3.5
634,2.0
635,1.5
636,1.5
637,0.0
640,1.0
642,4.0
643,8.0
644,2.0
646,3.0
652,2.6666666666666665
653,0.0
659,0.0
660,0.0
661,1.0
662,1.0
663,2.0
666,2.0
668,2.0
669,3.0
670,1.5
671,1.5
674,3.6666666666666665
677,3.0
679,1.5
680,1.6666666666666667
682,1.5
686,2.5
687,5.5
688,3.0
690,5.0
691,4.0
696,3.0
700,3.0
712,2.0
713,1.0
715,1.0
718,1.0
722,1.0
726,2.0
731,1.0
734,0.0
737,0.0
739,3.5
740,6.0
742,3.0
743,1.0
745,24.0
748,0.0
749,2.0
751,2.0
753,0.0
756,1.0
758,3.0
759,0.0
760,1.0
763,3.6666666666666665
764,0.0
765,5.0
771,1.0
773,0.0
778,4.0
784,3.0
787,3.0
790,1.0
791,2.5
800,2.5
801,4.0
811,1.5
812,0.0
817,0.0
818,0.0
819,0.0
824,3.0
826,3.0
828,1.6666666666666667
831,1.6666666666666667
832,2.0
837,2.0
843,3.0
844,2.5
847,1.0
852,1.0
857,1.0
862,3.3333333333333335
867,0.0
868,1.5
869,1.0
872,1.0
876,1.0
878,1.5
881,3.0
882,1.5
885,1.5
886,2.5
893,4.0
894,0.0
895,1.0
898,4.0
899,2.75
902,3.0
908,2.0
909,2.0
910,1.75
912,0.0
918,2.0
922,0.0
923,1.0
928,0.0
929,2.0
934,3.0
940,2.5
944,0.0
954,1.0
958,1.0
962,1.0
963,0.0
969,1.6666666666666667
974,0.0
978,9.0
984,1.0
991,3.5
1000,5.0
1001,0.0
1004,3.5
1007,2.0
1008,2.0
1019,1.0
1020,1.0
1022,1.0
1026,1.0
1028,0.0
1031,8.0
1038,3.3333333333333335
1040,0.0
1051,2.5
1053,2.3333333333333335
1056,0.0
1060,4.0
1062,4.0
1065,1.5
1068,1.5
1072,2.0
1073,1.5
1074,1.5
1076,1.0
1080,0.0
1081,1.0
1083,3.0
1084,2.0
1086,2.0
1090,3.0
1095,0.0
1097,2.0
1098,2.0
1101,0.0
1103,1.5
1104,0.0
1107,2.0
1108,0.0
1116,1.5
1121,1.0
1128,4.0
1129,4.0
1132,4.0
1134,2.0
1135,3.0
1138,2.0
1142,2.0
1145,2.5
1146,2.0
1148,2.0
1151,2.0
1155,1.0
1159,1.5
1164,6.0
1165,0.0
1168,5.0
1171,7.0
1172,1.0
1176,7.0
1177,3.0
1180,0.0
1185,2.0
1191,3.5
1192,3.5
1195,4.0
1196,3.0
1205,1.0
1206,3.0
1208,1.0
1212,1.0
1215,0.0
1216,1.0
1218,2.0
1220,0.0
1224,2.0
1227,1.5
1228,5.0
1230,5.0
1231,5.0
1237,3.0
1238,2.6666666666666665
1243,13.333333333333334
1248,1.0
1252,1.0
1253,1.0
1257,0.0
1266,0.0
1267,0.0
1273,1.0
1275,1.0
1276,1.0
1279,2.0
1287,5.5
1289,6.5
1291,1.5
1296,3.0
1300,0.0
1302,2.0
1303,3.0
1316,3.0
1317,6.0
1320,3.6666666666666665
1323,0.0
1326,4.0
1335,8.0
1338,3.0
1340,13.0
1344,1.0
1345,1.0
1347,1.0
1348,2.0
1349,1.5
1355,1.0
1356,3.5
1357,0.0
1359,2.0
1364,4.0
1366,2.5
1377,0.0
1387,0.0
1388,0.0
1394,0.0
1395,2.0
1397,1.5
1399,1.6
1401,1.3333333333333333
1403,1.75
1405,1.3333333333333333
1408,0.0
1414,2.0
1419,5.0
1422,4.0
1427,4.0
1431,0.0
1433,1.0
1434,1.0
1436,4.0
1439,0.0
1443,8.0
1444,0.0
1449,4.0
1453,2.0
1454,2.0
1458,3.0
1468,2.0
1471,2.0
1472,0.0
1473,0.0
1479,0.0
1481,3.6666666666666665
1483,6.0
1486,2.0
1487,3.5
1490,2.5
1491,3.6666666666666665
1492,6.0
1496,6.0
1497,4.5
1501,6.0
1504,0.0
1506,4.0
1509,0.0
1512,5.0
1528,3.0
1538,3.0
1542,3.0
1546,4.0
1548,2.5
1554,1.0
1560,4.0
1561,4.0
1562,0.0
1568,3.0
1569,2.75
1571,4.0
1572,5.5
1576,5.0
1577,3.5
1578,2.5
1587,3.5
1588,2.5
1593,2.5
1595,2.5
1609,0.0
1610,2.0
1612,3.0
1616,0.0
1617,2.0
1622,4.0
1624,4.0
1627,2.0
1633,1.0
1634,3.5
1637,3.5
1640,2.0
1643,2.0
1645,1.0
1647,1.0
1648,1.0
1653,0.0
1654,0.0
1655,1.6666666666666667
1656,1.5
1657,2.0
1661,1.0
1664,4.0
1667,2.0
1669,6.0
1670,4.0
1671,7.0
1672,7.0
1673,7.0
1675,7.0
1677,4.0
1681,0.0
1691,4.0
1692,3.5
1696,0.0
1702,1.0
1703,1.0
1704,1.0
1705,1.0
1713,1.0
1715,1.0
1721,6.0
1722,3.0
1724,4.0
1726,6.5
1731,0.0
1733,0.0
1738,0.0
1740,1.0
1741,0.0
1742,1.0
1746,1.3333333333333333
1749,1.0
1753,2.0
1762,2.0
1765,5.5
1771,1.5
1774,1.5
1777,1.0
1779,4.0
1780,4.5
1782,2.5
1784,1.0
1785,1.5
1786,0.0
1790,2.5
1797,5.5
1804,2.0
1805,2.0
1811,2.3333333333333335
1815,2.5
1816,3.0
1818,4.0
1821,1.0
1824,2.0
1829,3.0
1830,0.0
1835,0.0
1841,1.0
1844,2.5
1845,0.0
1846,2.5
1847,1.0
1848,1.0
1851,1.0
1852,2.3333333333333335
1853,3.0
1855,1.5
1858,4.0
1861,4.0
1862,2.5
1867,6.0
1868,4.5
1870,4.5
1872,0.0
1875,1.0
1881,2.5
1883,1.0
1894,1.5
1896,1.5
1899,2.0
1907,4.0
1914,0.0
1915,4.5
1918,1.0
1920,1.0
1921,3.5
1922,3.5
1923,2.5
1924,1.0
1927,2.0
1931,3.5
1933,2.0
1939,0.0
1941,0.0
1943,2.0
1956,1.5
1959,2.0
1961,0.0
1963,0.0
1964,2.0
1966,0.0
1967,1.0
1970,1.0
1977,1.0
1979,3.0
1982,2.0
1983,2.0
1987,4.0
1989,1.0
1994,1.5
1998,2.0
2000,2.0
2001,2.0
2002,1.5
2003,2.0
2006,1.6666666666666667
2008,1.5
2011,4.0
2013,2.5
2019,0.0
2021,0.0
2022,2.75
2023,5.0
2024,0.0
2025,1.0
2029,0.0
2037,3.0
2039,2.5
2041,2.5
2042,0.0
2047,2.0
2050,2.0
2052,0.0
2056,1.5
2060,0.0
2062,0.0
2064,0.0
2065,0.0
2066,0.0
2070,1.0
2073,1.5
2074,0.0
2081,2.0
2082,1.5
2083,2.0
2085,4.5
2086,4.5
2088,0.0
2089,0.0
2095,0.0
2097,1.6666666666666667
2098,1.6666666666666667
2103,0.0
2106,0.0
2107,5.5
2109,2.6666666666666665
2113,3.0
2115,1.0
2117,2.0
2118,2.5
2126,0.0
2130,1.0
2133,4.0
2136,2.0
2137,0.0
2139,1.5
2146,1.0
2148,2.0
2149,3.0
2151,3.0
2153,10.0
2154,6.0
2157,8.0
2158,4.0
2160,0.0
2163,0.0
2166,2.0
2167,2.0
2169,0.0
2173,0.0
2176,0.0
2181,4.666666666666667
2182,2.5
2188,5.25
2189,4.5
2190,4.5
2201,0.0
2204,0.0
2206,3.0
2210,0.0
2211,1.0
2218,2.0
2222,2.0
2224,1.5
2226,2.3333333333333335
2237,7.5
2242,2.0
2245,2.0
2248,5.0
2251,0.0
2257,1.5
2258,1.5
2259,1.5
2270,2.0
2273,1.0
2275,0.0
2277,2.0
2279,2.0
2281,2.5
2283,4.0
2284,0.0
2288,1.0
2291,0.0
2292,0.0
2293,1.0
2297,1.0
2298,1.0
2299,5.0
2300,0.0
2303,0.0
2306,2.0
2310,1.0
2312,1.0
2315,0.0
2321,2.0
2323,2.0
2325,6.0
2326,6.0
2328,6.0
2333,2.0
2334,3.0
2339,6.0
2346,0.0
2351,1.0
2359,1.0
2365,2.0
2369,2.0
2374,2.0
2375,1.6666666666666667
2381,2.0
2385,1.0
2393,1.0
2398,3.0
2403,4.0
2409,2.0
2410,3.0
2413,6.0
2416,4.5
2420,1.0
2421,3.0
2423,0.0
2424,3.0
2426,2.0
2433,2.0
2435,2.0
2439,1.0
2442,1.0
2443,1.0
2448,1.0
2449,0.0
2451,5.0
2453,4.0
2455,2.0
2456,3.0
2461,2.0
2462,2.0
2464,2.5
2465,0.0
2466,3.0
2468,1.0
2470,1.3333333333333333
2471,1.5
2474,2.0
2475,2.0
2478,4.0
2484,2.0
2485,2.5
2489,1.0
2490,0.0
2500,5.0
2502,1.0
2507,0.0
2513,1.3333333333333333
2514,1.5
2515,1.3333333333333333
2516,5.0
2534,1.0
2535,1.6666666666666667
2538,1.6666666666666667
2539,2.5
2540,2.5
2545,5.0
2551,5.0
2555,1.0
2556,1.0
2562,3.0
2571,1.5
2575,1.0
2578,1.0
2581,4.0
2582,1.0
2585,0.0
2592,3.0
2598,5.0
2604,8.0
2605,5.5
2608,5.0
2616,5.75
2617,8.5
2621,5.75
2622,2.5
2626,1.3333333333333333
2627,0.0
2628,2.5
2636,2.5
2642,0.0
2643,12.0
2654,5.0
2657,0.0
2660,5.0
2662,7.0
2666,3.0
2669,3.0
2670,1.0
2671,1.0
2672,1.0
2673,1.0
2675,1.6666666666666667
2677,2.0
2680,1.0
2685,2.6666666666666665
2686,2.0
2688,2.0
2691,3.0
2695,1.0
2696,1.0
2697,1.25
2698,2.0
2700,1.5
2704,3.0
2708,0.0
2709,1.0
2710,1.0
2712,1.0
2715,1.5
2725,2.5
2728,3.0
2729,2.0
2733,2.5
2735,2.0
2736,2.5
2737,2.5
2741,2.3333333333333335
2744,1.0
2750,3.0
2752,3.0
2755,6.5
2758,3.3333333333333335
2768,1.3333333333333333
2777,3.0
2782,0.0
2784,4.0
2785,3.0
2786,3.0
2787,4.0
2791,1.0
2796,2.0
2798,1.5
2800,1.5
2802,2.0
2808,4.0
2816,0.0
2818,3.0
2820,3.0
2823,15.666666666666666
2826,7.0
2831,1.3333333333333333
2833,3.0
2834,3.0
2835,2.0
2836,1.0
2838,3.0
2839,4.0
2841,2.0
2845,2.3333333333333335
2846,1.5
2847,1.0
2853,1.3333333333333333
2855,1.0
2859,1.5
2861,5.0
2865,1.0
2866,1.0
2867,1.0
2869,1.0
2870,2.5
2871,6.0
2872,6.0
2874,0.0
2875,6.0
2876,6.0
2880,5.0
2882,5.0
2883,11.5
2885,15.0
2887,15.0
2892,11.5
2894,10.333333333333334
2895,4.5
2896,3.0
2897,0.0
2898,2.0
2899,0.0
2901,2.0
2902,4.0
2905,1.0
2909,0.0
2912,2.0
2914,1.0
2915,1.0
2918,1.0
2920,0.0
2921,3.0
2924,1.0
2932,0.0
2935,2.0
2943,3.5
2944,3.5
2949,4.0
2958,3.5
2964,3.3333333333333335
2966,1.6666666666666667
2968,3.0
2971,4.0
2973,1.0
2974,2.5
2975,4.0
2976,0.0
2980,3.0
2984,0.0
2987,1.0
2990,0.0
2991,0.0
3002,0.0
3004,1.0
3008,0.0
3010,0.0
3012,0.0
3013,0.0
3017,2.0
3021,1.0
3026,2.0
3029,4.0
3030,2.5
3032,0.0
3036,1.0
3039,0.0
3044,0.0
3050,6.2
3055,6.0
3056,6.0
3066,8.666666666666666
3067,11.5
3069,9.0
3070,2.0
3076,4.0
3078,3.0
3079,4.0
3082,1.0
3086,0.0
3089,1.0
3092,2.5
3096,1.0
3098,0.0
3101,3.0
3104,4.0
3105,4.0
3114,2.6666666666666665
3115,2.0
3116,2.3333333333333335
3121,1.0
3126,1.0
3127,2.0
3128,0.0
3134,2.0
3135,5.0
3136,3.0
3138,3.0
3139,1.0
3140,1.0
3143,1.0
3144,1.0
3147,0.0
3151,2.5
3159,3.3333333333333335
3161,2.6666666666666665
3163,3.0
3165,3.5
3170,4.5
3171,0.0
3172,0.0
3179,4.5
3181,8.0
3187,1.0
3190,3.0
3192,0.0
3194,0.0
3199,3.0
3200,2.0
3202,3.0
3211,1.6666666666666667
3213,2.0
3214,2.0
3215,2.0
3223,2.0
3225,3.0
3227,0.0
3229,0.0
3231,5.0
3232,2.0
3235,2.0
3238,8.0
3241,5.0
3246,0.0
3249,0.0
3250,1.0
3254,0.0
3256,2.0
3260,1.0
3268,0.0
3270,2.6666666666666665
3272,4.0
3274,2.5
3276,2.0
3281,0.0
3285,1.0
3288,1.0
3292,1.0
3295,0.0
3301,1.0
3304,0.0
3309,0.0
3311,0.0
3312,7.0
3314,0.0
3315,0.0
3322,2.0
3323,0.0
3327,1.6666666666666667
3328,1.0
3330,1.0
3331,0.0
3333,4.0
3338,2.5
3341,2.0
3342,2.5
3344,4.5
3346,4.5
3348,0.0
3354,1.0
3356,2.0
3359,1.5
3360,1.0
3366,0.0
3369,3.0
3374,3.0
3388,4.0
3389,1.0
3391,0.0
3392,1.0
3397,1.0
3400,0.0
3403,1.0
3406,1.0
3407,1.5
3410,1.5
3411,2.0
3412,2.0
3414,1.5
3416,1.0
3417,5.0
3418,5.0
3422,5.0
3430,3.0
3440,3.0
3443,1.6666666666666667
3446,0.0
3447,4.0
3449,2.5
3453,2.3333333333333335
3457,15.0
3460,0.0
3470,1.5
3471,1.3333333333333333
3473,6.5
3475,3.5
3477,1.0
3479,2.0
3485,1.5
3486,2.0
3487,3.5
3488,1.5
3490,3.5
3491,2.0
3494,1.5
3496,2.6666666666666665
3499,3.0
3506,0.0
3507,0.0
3509,0.0
3513,3.0
3515,1.0
3516,1.0
3517,1.0
3520,1.0
3521,0.0
3522,3.0
3523,1.0
3535,1.3333333333333333
3536,1.25
3540,1.0
3541,1.0
3543,4.0
3552,0.0
3553,4.0
3558,7.0
3561,6.0
3564,1.0
3570,6.0
3576,2.0
3578,3.5
3579,0.0
3580,5.0
3583,3.5
3584,5.0
3590,1.0
3591,9.0
3597,5.0
3604,5.0
3606,3.0
3610,0.0
3611,1.0
3612,0.0
3614,0.0
3615,2.0
3616,0.0
3618,0.0
3624,2.0
3625,1.6666666666666667
3627,3.0
3629,2.0
3632,1.0
3635,0.0
3636,0.0
3638,1.5
3639,4.666666666666667
3640,4.0
3641,6.0
3643,3.8
3647,1.0
3651,3.3333333333333335
3657,5.0
3658,2.0
3661,1.6666666666666667
3665,1.0
3669,3.5
3675,2.6666666666666665
3678,0.0
3680,2.0
3683,7.0
3685,4.0
3690,0.0
3692,5.0
3695,2.0
3699,2.3333333333333335
3700,5.0
3702,2.3333333333333335
3704,5.5
3708,1.0
3710,3.0
3715,2.0
3718,0.0
3719,0.0
3720,4.0
3723,2.0
3725,1.0
3726,1.5
3727,1.5
3731,2.0
3736,0.0
3737,5.0
3739,0.0
3750,1.6666666666666667
3758,4.0
3760,2.5
3763,0.0
3769,3.0
3773,3.0
3777,4.5
3778,2.5
3781,3.0
3784,3.0
3786,1.0
3791,1.0
3792,1.0
3793,1.25
3794,1.3333333333333333
3796,1.0
3800,1.0
3802,2.0
3803,2.0
3807,2.0
3809,1.6666666666666667
3811,2.5
3821,3.0
3822,2.0
3823,2.5
3824,3.0
3826,0.0
3828,0.0
3830,0.0
3835,2.5
3838,2.0
3844,3.5
3846,0.0
3851,5.0
3858,5.5
3859,5.5
3861,5.5
3868,5.5
3878,1.5
3882,2.5
3883,1.0
3887,2.0
3890,1.0
3893,2.0
3894,3.0
3895,3.0
3900,1.5
3901,2.0
3904,1.0
3906,0.0
3909,5.0
3913,0.0
3914,4.0
3916,7.0
3917,4.0
3918,4.0
3921,1.5
3924,3.0
3926,1.0
3929,2.0
3930,5.0
3933,5.0
3934,5.0
3935,0.0
3937,0.0
3940,3.5
3942,4.0
3947,15.0
3952,1.0
3956,4.0
3959,3.0
3960,4.0
3966,3.0
3968,2.5
3971,4.666666666666667
3977,4.5
3979,0.0
3980,2.0
3984,0.0
3985,2.0
3988,2.75
3990,3.3333333333333335
3994,2.6666666666666665
3997,4.0
4001,1.0
4003,0.0
4004,1.0
4006,1.0
4010,2.0
4011,2.0
4013,2.0
4015,2.0
4016,2.3333333333333335
4018,3.0
4020,0.0
4022,2.0
4023,2.0
4026,2.3333333333333335
4031,2.5
4035,3.3333333333333335
4036,4.0
4043,3.0
4046,2.0
4048,3.5
4049,0.0
4051,2.25
4054,2.5
4056,1.0
4058,3.0
4059,1.3333333333333333
4061,1.0
4064,1.0
4069,1.0
4071,2.0
4074,2.0
4078,2.0
4080,2.0
4082,2.0
4083,2.0
4085,3.0
4092,1.0
4093,0.0
4096,2.0
4097,2.5
4099,2.0
4101,2.5
4103,2.5
4106,2.3333333333333335
4108,2.3333333333333335
4115,2.25
4120,2.0
4121,2.0
4124,2.0
4125,2.0
4127,2.0
4129,2.0
4131,2.0
4132,1.5
4137,2.5
4138,2.0
4142,2.3333333333333335
4146,2.6666666666666665
4147,4.0
4148,1.3333333333333333
4149,1.0
4154,2.0
4155,0.0
4160,0.0
4161,4.0
4163,4.0
4172,4.0
4176,4.0
4177,2.5
4184,0.0
4192,0.0
4193,0.0
4195,3.0
4197,0.0
4201,0.0
4202,0.0
4204,0.0
4208,0.0
4209,3.0
4210,2.0
4212,2.5
4214,2.0
4216,2.0
4217,1.6666666666666667
4218,2.5
4225,0.0
4226,2.0
4230,2.0
4231,0.0
4233,0.0
4240,7.5
4243,2.0
4245,5.0
4246,6.0
4247,6.0
4253,5.333333333333333
4254,7.5
4260,4.0
4261,3.0
4262,2.0
4263,5.5
4264,4.333333333333333
4268,0.0
4278,4.333333333333333
4281,5.0
4287,5.0
4288,1.0
4296,3.0
4300,1.0
4301,1.0
4302,3.5
4303,4.0
4308,3.0
4310,3.0
4318,2.0
4319,0.0
4327,1.0
4328,6.0
4331,3.0
4332,2.0
4333,2.0
4338,3.0
4339,2.5
4343,3.0
4344,3.0
4345,3.0
4348,3.0
4351,3.0
4352,3.0
4355,2.0
4356,3.0
4365,3.0
4371,3.0
4373,0.0
4375,2.0
4376,2.0
4377,1.0
4380,2.0
4382,2.0
4387,1.0
4389,2.0
4396,0.0
4400,8.0
4401,8.0
4402,3.3333333333333335
4410,0.0
4415,3.0
4416,1.0
4417,1.0
4422,3.0
4423,2.6666666666666665
4426,0.0
4427,3.0
4439,0.0
4443,2.0
4444,3.5
4446,2.0
4447,0.0
4451,7.0
4452,5.0
4460,2.0
4461,2.0
4469,1.0
4481,0.0
4482,0.0
4485,1.5
4487,1.0
4491,0.0
4494,4.75
4495,2.5
4496,2.0
4498,2.3333333333333335
4499,1.0
4500,3.3333333333333335
4501,4.0
4502,3.5
4503,4.0
4506,4.0
4508,2.0
4510,2.5
4511,4.333333333333333
4513,0.0
4515,0.0
4519,0.0
4522,2.0
4523,2.0
4526,2.0
4527,2.0
4530,0.0
4531,2.0
4538,0.0
4540,4.0
4542,4.0
4543,4.0
4544,2.5
4550,12.0
4551,0.0
4554,8.666666666666666
4558,1.0
4559,2.5
4562,4.0
4564,5.0
4567,5.0
4569,5.0
4570,3.0
4578,3.5
4579,0.0
4590,2.0
4591,3.0
4594,2.0
4595,2.5
4596,4.0
4599,0.0
4605,0.0
4606,0.0
4607,8.5
4610,6.0
4614,2.6666666666666665
4616,3.0
4621,2.0
4629,4.5
4632,1.0
4636,1.6666666666666667
4643,2.0
4646,1.0
4648,0.0
4650,1.5
4655,1.0
4656,1.0
4658,1.0
4662,1.0
4663,1.0
4665,2.5
4669,1.0
4673,2.0
4680,3.0
4683,4.0
4690,0.0
4692,3.0
4693,3.0
4695,3.0
4696,3.0
4697,2.0
4710,2.6666666666666665
4715,1.0
4716,1.0
4724,2.0
4726,2.6666666666666665
4728,2.6666666666666665
4729,3.0
4731,2.0
4733,4.0
4734,3.5
4740,1.6666666666666667
4742,3.0
4745,1.5
4747,2.0
4750,0.0
4756,1.0
4760,1.0
4765,0.0
4770,0.0
4772,13.0
4775,2.0
4780,2.0
4782,1.0
4783,1.5
4793,0.0
4795,0.0
4798,8.0
4799,4.5
4800,4.0
4801,6.0
4804,1.0
4805,2.0
4806,3.0
4809,1.0
4811,2.5
4814,0.0
4820,2.0
4822,2.5
4823,3.0
4824,2.0
4825,1.0
4828,2.6666666666666665
4830,1.0
4831,2.0
4834,0.0
4837,2.0
4839,4.0
4843,10.0
4844,6.0
4845,4.333333333333333
4848,0.0
4850,1.5
4852,1.5
4859,3.6666666666666665
4862,4.5
4863,4.5
4864,2.0
4871,0.0
4874,3.0
4876,3.0
4878,3.0
4882,2.0
4883,2.0
4887,2.0
4890,2.5
4897,1.0
4898,4.0
4901,1.0
4903,1.0
4904,1.0
4905,0.0
4906,1.0
4912,1.0
4916,7.0
4917,7.0
4925,0.0
4926,1.0
4928,6.0
4929,3.0
4930,4.5
4932,6.0
4934,4.0
4935,1.5
4937,1.6666666666666667
4945,3.0
4947,3.0
4949,2.5
4951,3.0
4952,3.0
4953,0.0
4955,15.0
4956,7.333333333333333
4958,9.0
4959,9.0
4963,2.0
4965,12.0
4973,2.0
4976,5.0
4977,5.0
4983,1.5
4985,1.5
4986,2.0
4987,2.0
4997,5.5
4998,5.5
4999,3.0
5000,5.0
5001,3.5
5002,5.5
5005,2.5
5008,3.5
5009,3.5
5012,1.0
5013,3.0
5014,3.0
5015,1.5
5016,4.0
5021,2.5
5028,3.0
5036,0.0
5037,6.0
5039,6.0
5040,1.0
5041,1.5
5056,0.0
5062,0.0
5067,0.0
5071,0.0
5074,0.0
5079,1.0
5081,1.0
5083,0.0
5084,3.0
5085,3.0
5087,1.5
5088,2.0
5089,4.0
5090,0.0
5091,0.0
5100,1.0
5104,6.0
5106,4.333333333333333
5107,6.0
5111,6.0
5120,0.0
5121,2.0
5124,2.0
5128,2.0
5130,1.0
5132,1.5
5135,3.5
5137,1.0
5139,6.0
5140,0.0
5142,1.0
5143,0.0
5145,0.0
5148,1.5
5157,0.0
5165,0.0
5166,1.0
5170,0.0
5173,0.0
5176,0.0
5182,3.0
5183,3.0
5184,0.0
5185,0.0
5186,0.0
5187,0.0
5192,0.0
5194,1.0
5196,1.5
5198,2.0
5202,2.0
5204,0.0
5213,5.666666666666667
5216,7.5
5217,7.0
5218,4.5
5223,4.5
5230,7.5
5232,2.0
5234,2.5
5236,2.5
5238,2.3333333333333335
5240,0.0
5243,1.5
5245,1.5
5248,2.0
5249,3.0
5253,0.0
5261,2.0
5267,1.0
5268,1.0
5269,1.0
5272,0.0
5274,0.0
5277,0.0
5289,5.75
5290,5.5
5291,5.25
5298,0.0
5299,2.0
5304,4.5
5306,6.0
5307,2.0
5310,2.0
5312,13.0
5313,13.0
5318,0.0
5325,1.0
5333,2.0
5342,1.5
5343,0.0
5346,0.0
5347,2.0
5348,2.0
5352,2.0
5354,2.0
5359,2.0
5361,7.0
5363,7.0
5364,0.0
5365,0.0
5366,0.0
5369,2.0
5371,0.0
5373,1.6666666666666667
5375,1.5
5377,2.0
5379,2.0
5380,1.5
5381,1.0
5386,1.3333333333333333
5388,0.0
5393,1.0
5395,3.0
5396,2.6666666666666665
5398,0.0
5405,2.5
5408,2.5
5410,0.0
5414,3.0
5418,3.0
5433,1.3333333333333333
5435,1.0
5436,1.5
5440,1.6666666666666667
5441,1.6666666666666667
5442,1.6666666666666667
5446,0.0
5451,2.5
5453,2.0
5454,3.0
5457,0.0
5459,2.0
5460,2.0
5461,1.0
5467,0.0
5468,0.0
5470,0.0
5472,1.0
5478,3.5
5482,5.0
5483,5.0
5486,3.0
5500,4.0
5501,2.5
5507,4.0
5509,4.0
5512,0.0
5515,1.5
5516,1.0
5517,0.0
5522,0.0
5523,2.6666666666666665
5524,3.3333333333333335
5527,3.5
5528,2.6666666666666665
5529,4.5
5534,3.0
5536,2.0
5537,4.5
5539,0.0
5543,2.0
5546,1.5
5547,0.0
5556,7.0
5561,0.0
5571,1.0
5573,1.5
5576,0.0
5577,2.0
5582,0.0
5585,2.0
5587,2.0
5588,2.0
5589,2.0
5593,1.0
5594,1.3333333333333333
5595,1.0
5598,1.0
5608,5.0
5609,5.0
5611,5.0
5614,5.0
5618,1.0
5619,0.0
5620,5.0
5625,1.0
5626,1.0
5628,1.5
5635,1.0
5639,2.0
5642,1.6666666666666667
5647,0.0
5650,0.0
5663,0.0
5667,0.0
5669,1.5
5674,5.0
5677,3.0
5681,1.5
5683,2.0
5689,1.0
5691,0.0
5697,0.0
5699,0.0
5710,2.5
5713,2.0
5725,3.0
5726,0.0
5734,0.0
5735,0.0
5737,0.0
5739,1.0
5742,1.0
5745,0.0
5746,2.0
5747,3.0
5750,3.0
5752,0.0
5753,1.0
5761,0.0
5763,1.0
5766,1.0
5771,0.0
5774,0.0
5783,0.0
5788,0.0
5789,2.5
5797,3.75
5800,11.0
5801,6.0
5809,7.0
5811,13.0
5817,6.0
5819,6.0
5822,1.5
5824,2.6666666666666665
5826,2.0
5827,1.5
5829,1.0
5831,2.0
5841,2.0
5847,6.0
5854,1.0
5856,1.0
5857,1.0
5859,1.0
5861,2.0
5862,2.0
5864,1.0
5868,2.0
5870,1.5
5872,1.5
5873,0.0
5874,2.0
5882,1.5
5888,1.3333333333333333
5892,2.5
5894,4.0
5898,2.0
5900,2.0
5901,2.0
5912,0.0
5918,0.0
5921,2.0
5924,2.0
5929,0.0
5934,1.0
5938,0.0
5941,0.0
5942,1.0
5947,1.0
5954,3.5
5959,1.5
5960,7.0
5962,4.0
5963,4.0
5968,1.0
5973,7.0
5975,8.0
5976,8.0
5985,2.0
5986,4.0
5989,6.0
5995,0.0
5996,0.0
5997,0.0
6000,0.0
6001,0.0
6004,0.0
6006,0.0
6007,3.0
6009,3.0
6012,0.0
6014,6.0
6019,0.0
