,term,qfscore
399,p,0.010712494871677986
400,sand,0.05693577061585449
401,vinyl,0.12996307608150612
402,peel,0.01153302639376396
403,stick,0.03724301408579113
404,blanket,0.006336326753886129
405,funnel,0.0014131376213702875
406,inch,0.42617495555454254
407,greecianmarble,0.0027806901581802434
408,join,0.006062816246524137
409,compound,0.013174089437935908
410,lunada,0.002507179650818252
411,montagna,0.002233669143456261
412,rustic,0.017823768063089756
413,montagnia,0.003874732187628208
414,contina,0.003874732187628208
415,porcelain,0.02548206226922551
416,sealer,0.03943109814468706
417,porcelin,0.004695263709714181
418,6x24,0.0008661166066463053
419,towel,0.05255960249806264
420,ring,0.04353375575511693
421,look,0.004968774217076173
422,like,0.0027806901581802434
423,4x4,0.027123125313397455
424,pressure,0.0785431006974518
425,closet,0.10206500433058303
426,cub,0.0227469571956056
427,battery72517063,0.0030542006655422346
428,foof,0.0019601586360942697
429,leaf,0.026849614806035465
430,broom,0.0074303687833340935
431,tractor,0.015362173496831836
432,way,0.03013174089437936
433,toggle,0.010438984364315996
434,switch,0.08893649997720746
435,three,0.008797921320144049
436,wayy,0.002233669143456261
437,incide,0.002507179650818252
438,hedge,0.011806536901125951
439,shear,0.012900578930573916
440,retro,0.005515795231800155
441,pedestal,0.012353557915849933
442,westminster,0.006062816246524137
443,pedistal,0.0033277111729042258
444,dewalt,0.10589415143365091
445,omnifilter,0.0033277111729042258
446,softners,0.002233669143456261
447,lenox,0.0027806901581802434
448,diamond,0.01618270501891781
449,blade,0.1124584036103387
450,cedar,0.03915758763732507
451,wooden,0.04462779778456489
452,colosso,0.0014131376213702875
453,quikrete,0.0014131376213702875
454,color,0.06732916989561015
455,hinge,0.062132470255732326
456,kerosene,0.006336326753886129
457,lp,0.00907143182750604
458,thin,0.010986005379039978
459,propane,0.062132470255732326
460,beer,0.0030542006655422346
461,keg,0.004695263709714181
462,foil,0.007703879290696085
463,malibu,0.007156858275972102
464,satin,0.028764188357569404
465,nickel,0.07772256917536582
466,miricale,0.0016866481287322788
467,framing,0.0074303687833340935
468,nail,0.07881661120481379
469,paslode,0.003601221680266217
470,lock,0.10753521447782285
471,windos,0.0019601586360942697
472,sheetrock,0.004695263709714181
473,bathroom,0.27164151889501753
474,bootz,0.0016866481287322788
475,main,0.013174089437935908
476,drain,0.09003054200665542
477,tub,0.1496558326115695
478,spray,0.11628755071340657
479,refinish,0.006883347768610111
480,chicken,0.008250900305420066
481,stock,0.01809727857045175
482,cupboard,0.006883347768610111
483,wardrobe,0.005515795231800155
484,material,0.0164562155262798
485,solid,0.04216620321830697
486,louvre,0.005515795231800155
487,core,0.019738341614623695
488,entry,0.04927747640971874
489,42x80,0.0030542006655422346
490,20v,0.014541641974745863
491,kombo,0.0033277111729042258
492,72volt,0.002233669143456261
493,charger,0.0380635456078771
494,vaccum,0.010712494871677986
495,element,0.012080047408487943
496,wa,0.004148242694990199
497,heather,0.0016866481287322788
498,aspiradora,0.002233669143456261
499,batte,0.0019601586360942697
500,riobi,0.00442175320235219
501,vac,0.04326024524775494
502,shredder,0.004148242694990199
503,yard,0.02137940465879564
504,yardman,0.0027806901581802434
505,fuse,0.012627068423211926
506,mosaic,0.03013174089437936
507,backsplash,0.04900396590235675
508,travertine,0.012900578930573916
509,homeflex,0.0019601586360942697
510,hardware,0.07608150613119387
511,knob,0.07662852714591785
512,draweer,0.003874732187628208
513,trim,0.11382595614714865
514,cinder,0.0027806901581802434
515,mulch,0.01399462096002188
516,red,0.06842321192505812
517,cypress,0.0019601586360942697
518,bell,0.02055887313670967
519,chime,0.011259515886401969
520,canvas,0.009618452842230023
521,drop,0.02985823038701737
522,cloth,0.024935041254501526
523,bentgrass,0.002507179650818252
524,electric,0.1830241145097324
525,kobalt,0.0008661166066463053
526,cord,0.07361991156493596
527,hindges,0.0011396271140082966
528,lathe,0.0027806901581802434
529,hieght,0.0019601586360942697
530,moulding,0.021926425673519625
531,gate,0.06678214888088617
532,frame,0.06131193873364635
533,gate0,0.003601221680266217
534,clab,0.0027806901581802434
535,paver,0.014268131467383873
536,chaise,0.007703879290696085
537,celling,0.0016866481287322788
538,fan,0.25249578337967815
539,tent,0.004148242694990199
540,rustoleum,0.03013174089437936
541,procelian,0.0008661166066463053
542,dewalr,0.002507179650818252
543,box,0.12722797100788621
544,tough,0.0014131376213702875
545,system,0.04243971372566896
546,bin,0.02356748871769157
547,werner,0.009618452842230023
548,ladder,0.03669599307106715
549,furniture,0.04216620321830697
550,5gallon,0.0008661166066463053
551,patch,0.019464831107261705
552,wonderboard,0.0011396271140082966
553,backerboard,0.0027806901581802434
554,zinc,0.013447599945297898
555,plat,0.011806536901125951
556,flatbraces,0.004148242694990199
557,cieling,0.0074303687833340935
558,control,0.05638874960113051
559,celing,0.008797921320144049
560,replacement,0.11519350868395861
561,6in,0.005242284724438164
562,inlumder,0.0008661166066463053
563,gilmore,0.0027806901581802434
564,hose,0.11491999817659662
565,ply,0.0033277111729042258
566,lap,0.005515795231800155
567,cemet,0.002507179650818252
568,roofing,0.02110589415143365
569,ceadar,0.003601221680266217
570,cedart,0.0014131376213702875
571,rock,0.02055887313670967
572,gear,0.004695263709714181
573,electrolux,0.004695263709714181
574,dryer,0.0782695901900898
575,frontload,0.0011396271140082966
576,lg,0.03724301408579113
577,stcking,0.0008661166066463053
578,washertop,0.0030542006655422346
579,whirlpool,0.05447417604959657
580,barreir,0.002507179650818252
581,foam,0.03888407712996308
582,isolation,0.002233669143456261
583,reflective,0.002507179650818252
584,bullnose,0.011806536901125951
585,ajustable,0.0011396271140082966
586,foot,0.09659479418334321
587,hardwood,0.01837078907781374
588,bifold,0.02794365683548343
589,jeldwen,0.009618452842230023
590,interior,0.1001504307790491
591,jeld,0.00907143182750604
592,wen,0.014815152482107853
593,lover,0.004968774217076173
594,aurora,0.0027806901581802434
595,a5001,0.0027806901581802434
596,unfinished,0.019191320599899715
597,slab,0.01837078907781374
598,milwakee,0.005515795231800155
599,m12,0.013447599945297898
600,photoelectricion,0.0019601586360942697
601,prune,0.0033277111729042258
602,60w,0.009618452842230023
603,scraper,0.010438984364315996
604,garden,0.09823585722751516
605,sprayer,0.029037698864931395
606,non,0.010712494871677986
607,pump,0.04490130829192688
608,powder,0.0016866481287322788
609,shoot,0.00031909559192232304
610,bottle,0.005789305739162146
611,weed,0.03450790901217122
612,foss,0.0014131376213702875
613,indoor,0.05228609199070064
614,pex,0.028764188357569404
615,tube,0.06514108583671423
616,attic,0.012080047408487943
617,maximum,0.003601221680266217
618,hotdipped,0.0019601586360942697
619,rdge,0.0019601586360942697
620,flashing,0.005242284724438164
621,3way,0.0030542006655422346
622,electrical,0.07909012171217578
623,socket,0.0506450289465287
624,decora,0.006883347768610111
625,dpdt,0.00031909559192232304
626,momentary,0.00031909559192232304
627,rocker,0.010712494871677986
628,martha,0.04189269271094498
629,stewart,0.03888407712996308
630,cable,0.08893649997720746
631,prime,0.00442175320235219
632,line,0.06760268040297215
633,emergensy,0.002233669143456261
634,open,0.012080047408487943
635,knobs,0.002233669143456261
636,azek,0.002233669143456261
637,vanity,0.29242831745452885
638,24in,0.0030542006655422346
639,grafton,0.0027806901581802434
640,roybi,0.0033277111729042258
641,l18v,0.0027806901581802434
642,18volt,0.009344942334868031
643,lithiumion,0.004968774217076173
644,cordlessrotary,0.002233669143456261
645,hammerss,0.002233669143456261
646,bath,0.1154670191913206
647,sinnk,0.0016866481287322788
648,sunk,0.0030542006655422346
649,bathro,0.002507179650818252
650,pedelal,0.002233669143456261
651,undermount,0.02137940465879564
652,antenna,0.004968774217076173
653,34x34,0.0019601586360942697
654,basket,0.02739663582075945
655,maid,0.009618452842230023
656,upright,0.013447599945297898
657,schulte,0.002507179650818252
658,shop,0.04107216118885901
659,coat,0.010165473856954004
660,pain,0.0033277111729042258
661,maytag,0.01809727857045175
662,semirigid,0.0030542006655422346
663,pool,0.04189269271094498
664,suppll,0.0027806901581802434
665,applicator,0.0016866481287322788
666,file,0.010986005379039978
667,java,0.00442175320235219
668,galvinized,0.006883347768610111
669,conduit,0.03149929343118932
670,mighty,0.0030542006655422346
671,mule,0.0030542006655422346
672,opener,0.0350549300268952
673,heat,0.05338013402014861
674,conditionar,0.0014131376213702875
675,replace,0.009344942334868031
676,broken,0.0030542006655422346
677,glass,0.1805625199434745
678,storm,0.04052514017413502
679,stain,0.09331266809499932
680,vynal,0.00660983726124812
681,allure,0.013447599945297898
682,doggie,0.0027806901581802434
683,acute,0.0011396271140082966
684,surge,0.01618270501891781
685,protector,0.01837078907781374
686,swivel,0.01891781009253772
687,slimline,0.00442175320235219
688,flat,0.05037151843916671
689,two,0.02520855176186352
690,baseboard,0.01372111045265989
691,tread,0.02767014632812144
692,aluminun,0.0030542006655422346
693,stair,0.0689702329397821
694,step,0.03231982495327529
695,stringer,0.004148242694990199
696,sliding,0.004695263709714181
697,pulse,0.002233669143456261
698,vlve,0.005242284724438164
699,dremel,0.017550257555727766
700,router,0.023840999225053564
701,bit,0.08975703149929343
702,loose,0.003874732187628208
703,thermoclear,0.0011396271140082966
704,clamp,0.04107216118885901
705,stand,0.06623512786616219
706,work,0.04818343438027078
707,lightening,0.0033277111729042258
708,fixtues,0.002233669143456261
709,tongue,0.0074303687833340935
710,groove,0.007977389798058076
711,design,0.017823768063089756
712,cermic,0.0033277111729042258
713,tote,0.008524410812782058
714,container,0.022199936180881615
715,chim,0.002233669143456261
716,button,0.006883347768610111
717,outlet,0.08921001048456945
718,redwood,0.014541641974745863
719,paper,0.03450790901217122
720,yonkers,0.002507179650818252
721,ny,0.002507179650818252
722,corrugate,0.017003236541003785
723,plastice,0.0027806901581802434
724,gaurds,0.0019601586360942697
725,inche,0.0016866481287322788
726,swantone,0.0011396271140082966
727,top,0.1742717782741487
728,gray,0.02767014632812144
729,wattsolar,0.002507179650818252
730,charge,0.002507179650818252
731,appliance,0.03149929343118932
732,contact,0.010712494871677986
733,cement,0.028764188357569404
734,formica,0.006062816246524137
735,laminate,0.057209281123216486
736,countertop,0.04982449742444272
737,1x8,0.002233669143456261
738,jb605d,0.0027806901581802434
739,refrigerator,0.07170533801340201
740,buikids,0.002507179650818252
741,seat,0.06623512786616219
742,barrier,0.00660983726124812
743,timber,0.012353557915849933
744,half,0.02602908328394949
745,moon,0.004968774217076173
746,land,0.003874732187628208
747,scaping,0.0019601586360942697
748,spike,0.01672972603364179
749,valvoline,0.002233669143456261
750,cycle,0.004968774217076173
751,quart,0.012627068423211926
752,eater,0.004695263709714181
753,wheelbarrow,0.008250900305420066
754,tire,0.014268131467383873
755,everblit,0.00442175320235219
756,heavy,0.01891781009253772
757,duty,0.017276747048365775
758,dropcloth,0.00442175320235219
759,tarp,0.013174089437935908
760,bungee,0.008250900305420066
761,table,0.13625381775083192
762,sharkbits,0.0019601586360942697
763,8x16x2,0.002507179650818252
764,fast,0.003601221680266217
765,curb,0.003874732187628208
766,drip,0.024114509732415555
767,irrigation,0.01153302639376396
768,cart,0.03724301408579113
769,rom,0.002507179650818252
770,archer,0.004148242694990199
771,urinal,0.004695263709714181
772,platinum,0.0030542006655422346
773,cutter,0.03724301408579113
774,mel,0.003601221680266217
775,alumanam,0.0019601586360942697
776,cordless,0.09495373113917126
777,quarter,0.010438984364315996
778,huskvarna,0.0016866481287322788
779,clog,0.003601221680266217
780,heavyduty,0.003874732187628208
781,212x8,0.0027806901581802434
782,2x48,0.0005926060992843141
783,pt,0.004695263709714181
784,2x4x12,0.0008661166066463053
785,2x6x8,0.002507179650818252
786,2x8x20,0.0030542006655422346
787,2x4x8,0.0016866481287322788
788,round2x2,0.0027806901581802434
789,treate,0.0019601586360942697
790,btuair,0.0011396271140082966
791,conditioner,0.054747686556958566
792,15x23,0.0014131376213702875
793,vbration,0.002233669143456261
794,model,0.05091853945389069
795,lvv6014er,0.0014131376213702875
796,almond,0.02602908328394949
797,cooktop,0.014815152482107853
798,ice,0.023840999225053564
799,japanese,0.004968774217076173
800,spout,0.00907143182750604
801,heithzenith,0.002507179650818252
802,motion,0.05912385467475042
803,honeywell,0.01618270501891781
804,sensor,0.03450790901217122
805,small,0.05119204996125268
806,rollerss,0.0005926060992843141
807,stop,0.026302593791311484
808,acheat,0.0019601586360942697
809,job,0.006062816246524137
810,max,0.023840999225053564
811,fencde,0.0019601586360942697
812,knoty,0.0016866481287322788
813,porch,0.03423439850480923
814,underpenning,0.0030542006655422346
815,carport,0.010712494871677986
816,untility,0.0019601586360942697
817,plywood,0.05091853945389069
818,side,0.08893649997720746
819,t111,0.0014131376213702875
820,artificial,0.008797921320144049
821,christmas,0.07553448511646989
822,noble,0.003601221680266217
823,fir,0.005515795231800155
824,garlend,0.002233669143456261
825,pre,0.022473446688243606
826,lit,0.004148242694990199
827,garland,0.009344942334868031
828,canopy,0.031225782923827324
829,ceilig,0.002233669143456261
830,mount,0.13461275470665998
831,chrome,0.08838947896248348
832,awning,0.019738341614623695
833,frp,0.004968774217076173
834,18ga,0.002233669143456261
835,brad,0.006883347768610111
836,biscuit,0.007156858275972102
837,toto,0.009344942334868031
838,seperate,0.0019601586360942697
839,spin,0.0033277111729042258
840,barrel,0.01891781009253772
841,4x9ft,0.0019601586360942697
842,natural,0.04189269271094498
843,blank,0.00660983726124812
844,birch,0.005789305739162146
845,biech,0.0005926060992843141
846,paito,0.002507179650818252
847,oak,0.0842868213520536
848,baguette,0.0019601586360942697
849,riosa,0.0019601586360942697
850,cooper,0.006336326753886129
851,pice,0.003874732187628208
852,flapper,0.008797921320144049
853,petite,0.0027806901581802434
854,dcanvas,0.0027806901581802434
855,mowre,0.0027806901581802434
856,henry,0.007703879290696085
857,clean,0.029584719879655375
858,hvr200,0.002507179650818252
859,dw745,0.002233669143456261
860,o,0.0019601586360942697
861,pvc,0.15868167935451521
862,building,0.0033277111729042258
863,extendible,0.0027806901581802434
864,shoe,0.0030542006655422346
865,club,0.0016866481287322788
866,primer,0.031225782923827324
867,special,0.012353557915849933
868,financing,0.0019601586360942697
869,chalky,0.002507179650818252
870,world,0.0033277111729042258
871,import,0.0027806901581802434
872,lcoks,0.0016866481287322788
873,multi,0.03478141951953321
874,oscillate,0.01399462096002188
875,grinder,0.014268131467383873
876,toll,0.0027806901581802434
877,jig,0.019738341614623695
878,ductless,0.003874732187628208
879,big,0.0033277111729042258
880,as,0.0011396271140082966
881,well,0.01672972603364179
882,wilsonart,0.004968774217076173
883,nozzle,0.006336326753886129
884,replacment,0.004695263709714181
885,roundup,0.00442175320235219
886,knotty,0.00907143182750604
887,alder,0.005789305739162146
888,slip,0.017276747048365775
889,joint,0.023840999225053564
890,4x12,0.002233669143456261
891,drywall,0.03314035647536126
892,gypsum,0.0033277111729042258
893,divider,0.0019601586360942697
894,ceder,0.004148242694990199
895,mill,0.008250900305420066
896,pride,0.0014131376213702875
897,screening,0.005242284724438164
898,spreader,0.004695263709714181
899,tow,0.004968774217076173
900,behind,0.0030542006655422346
901,seed,0.03013174089437936
902,holder,0.03943109814468706
903,brown,0.05201258148333865
904,bare,0.0027806901581802434
905,lounge,0.009891963349592013
906,sikalatexr,0.002233669143456261
907,vonding,0.002233669143456261
908,adhesive,0.03915758763732507
909,nailer,0.020285362629347676
910,6gal,0.002233669143456261
911,ridgid,0.04271322423303095
912,compressor,0.03040525140174135
913,push,0.011259515886401969
914,start,0.008250900305420066
915,dooor,0.0016866481287322788
916,garge,0.0033277111729042258
917,hb4190,0.0030542006655422346
918,return,0.01864429958517573
919,discount,0.0014131376213702875
920,rid,0.017276747048365775
921,ridiing,0.002507179650818252
922,lawnmower,0.015088662989469846
923,zero,0.009618452842230023
924,turn,0.011259515886401969
925,proof,0.009891963349592013
926,waterproof,0.010986005379039978
927,hardboard,0.0014131376213702875
928,fat,0.009618452842230023
929,people,0.002233669143456261
930,throwaway,0.00031909559192232304
931,chip,0.00442175320235219
932,sterno,0.0027806901581802434
933,induction,0.007156858275972102
934,flash,0.010712494871677986
935,chainsaw,0.010438984364315996
936,sealant,0.02110589415143365
937,rubber,0.04326024524775494
938,t55521224,0.002233669143456261
939,bathtub,0.03368737749008524
940,medicine,0.03478141951953321
941,mirror,0.08620139490358755
